[CityServiceResult{result=48029, methodName='getPopulationOfCountry', inputQuery='Seychelles', clientZone=1, turnaroundTime=175, executionTime=7, waitingTime=88, serverZone=1}]
[CityServiceResult{result=3, methodName='getNumberOfCountries', inputQuery='45 66417 71988', clientZone=5, turnaroundTime=2102, executionTime=0, waitingTime=2022, serverZone=5}]
[CityServiceResult{result=36, methodName='getNumberOfCountries', inputQuery='14 73523 133334', clientZone=4, turnaroundTime=1401, executionTime=0, waitingTime=1231, serverZone=3}]
[CityServiceResult{result=15, methodName='getNumberOfCountries', inputQuery='50 24810 32222', clientZone=2, turnaroundTime=1301, executionTime=0, waitingTime=1221, serverZone=2}]
[CityServiceResult{result=34, methodName='getNumberOfCountries', inputQuery='43 36618 98684', clientZone=4, turnaroundTime=1742, executionTime=0, waitingTime=1662, serverZone=4}]
[CityServiceResult{result=44, methodName='getNumberOfCountries', inputQuery='43 26773 84823', clientZone=1, turnaroundTime=952, executionTime=0, waitingTime=872, serverZone=1}]
[CityServiceResult{result=3, methodName='getNumberOfCountries', inputQuery='45 66417 71988', clientZone=5, turnaroundTime=2188, executionTime=0, waitingTime=2108, serverZone=5}]
[CityServiceResult{result=96, methodName='getNumberOfCountries', inputQuery='25 13858 87903', clientZone=3, turnaroundTime=1403, executionTime=0, waitingTime=1323, serverZone=3}]
[CityServiceResult{result=20, methodName='getNumberOfCountries', inputQuery='23 97970 149345', clientZone=2, turnaroundTime=1219, executionTime=0, waitingTime=1139, serverZone=2}]
[CityServiceResult{result=17, methodName='getNumberOfCountries', inputQuery='47 61553 117914', clientZone=4, turnaroundTime=1829, executionTime=0, waitingTime=1749, serverZone=4}]
[CityServiceResult{result=3, methodName='getNumberOfCountries', inputQuery='45 66417 71988', clientZone=5, turnaroundTime=2267, executionTime=0, waitingTime=2187, serverZone=5}]
[CityServiceResult{result=44, methodName='getNumberOfCountries', inputQuery='43 26773 84823', clientZone=1, turnaroundTime=959, executionTime=0, waitingTime=879, serverZone=1}]
[CityServiceResult{result=96, methodName='getNumberOfCountries', inputQuery='25 13858 87903', clientZone=3, turnaroundTime=1401, executionTime=0, waitingTime=1321, serverZone=3}]
[CityServiceResult{result=55, methodName='getNumberOfCountries', inputQuery='8 93654 188226', clientZone=5, turnaroundTime=1306, executionTime=0, waitingTime=1136, serverZone=2}]
[CityServiceResult{result=98, methodName='getNumberOfCountries', inputQuery='6 47094 98877', clientZone=4, turnaroundTime=1829, executionTime=0, waitingTime=1749, serverZone=4}]
[CityServiceResult{result=0, methodName='getNumberOfCountries', inputQuery='43 33025 33529', clientZone=5, turnaroundTime=1127, executionTime=0, waitingTime=957, serverZone=1}]
[CityServiceResult{result=23, methodName='getNumberOfCountries', inputQuery='29 82703 152200', clientZone=5, turnaroundTime=2183, executionTime=0, waitingTime=2103, serverZone=5}]
[CityServiceResult{result=96, methodName='getNumberOfCountries', inputQuery='25 13858 87903', clientZone=3, turnaroundTime=1489, executionTime=0, waitingTime=1409, serverZone=3}]
[CityServiceResult{result=9, methodName='getNumberOfCountries', inputQuery='46 43709 51946', clientZone=1, turnaroundTime=692, executionTime=0, waitingTime=612, serverZone=1}]
[CityServiceResult{result=23, methodName='getNumberOfCountries', inputQuery='29 82703 152200', clientZone=5, turnaroundTime=2262, executionTime=0, waitingTime=2182, serverZone=5}]
[CityServiceResult{result=69, methodName='getNumberOfCountries', inputQuery='11 57774 150365', clientZone=2, turnaroundTime=1218, executionTime=0, waitingTime=1138, serverZone=2}]
[CityServiceResult{result=36, methodName='getNumberOfCountries', inputQuery='14 73523 133334', clientZone=4, turnaroundTime=1830, executionTime=0, waitingTime=1750, serverZone=4}]
[CityServiceResult{result=26, methodName='getNumberOfCountries', inputQuery='17 91580 153493', clientZone=3, turnaroundTime=1575, executionTime=0, waitingTime=1495, serverZone=3}]
[CityServiceResult{result=51, methodName='getNumberOfCountries', inputQuery='21 32369 60783', clientZone=1, turnaroundTime=769, executionTime=0, waitingTime=689, serverZone=1}]
[CityServiceResult{result=45, methodName='getNumberOfCountries', inputQuery='14 67134 148829', clientZone=5, turnaroundTime=1304, executionTime=0, waitingTime=1134, serverZone=2}]
[CityServiceResult{result=23, methodName='getNumberOfCountries', inputQuery='29 82703 152200', clientZone=5, turnaroundTime=2350, executionTime=0, waitingTime=2270, serverZone=5}]
[CityServiceResult{result=36, methodName='getNumberOfCountries', inputQuery='14 73523 133334', clientZone=4, turnaroundTime=1830, executionTime=0, waitingTime=1750, serverZone=4}]
[CityServiceResult{result=8, methodName='getNumberOfCountries', inputQuery='34 99037 131751', clientZone=3, turnaroundTime=1401, executionTime=0, waitingTime=1321, serverZone=3}]
[CityServiceResult{result=52, methodName='getNumberOfCountries', inputQuery='37 21628 65386', clientZone=4, turnaroundTime=859, executionTime=0, waitingTime=689, serverZone=1}]
[CityServiceResult{result=26, methodName='getNumberOfCountries', inputQuery='15 82322 118574', clientZone=4, turnaroundTime=1829, executionTime=0, waitingTime=1749, serverZone=4}]
[CityServiceResult{result=23, methodName='getNumberOfCountries', inputQuery='29 82703 152200', clientZone=5, turnaroundTime=2438, executionTime=0, waitingTime=2358, serverZone=5}]
[CityServiceResult{result=46, methodName='getNumberOfCountries', inputQuery='39 30390 106691', clientZone=2, turnaroundTime=1212, executionTime=0, waitingTime=1132, serverZone=2}]
[CityServiceResult{result=71, methodName='getNumberOfCountries', inputQuery='15 40379 123380', clientZone=3, turnaroundTime=1395, executionTime=0, waitingTime=1315, serverZone=3}]
[CityServiceResult{result=9, methodName='getNumberOfCountries', inputQuery='44 84356 127163', clientZone=1, turnaroundTime=767, executionTime=0, waitingTime=687, serverZone=1}]
[CityServiceResult{result=45, methodName='getNumberOfCountries', inputQuery='14 67134 148829', clientZone=5, turnaroundTime=1566, executionTime=0, waitingTime=1486, serverZone=5}]
[CityServiceResult{result=161, methodName='getNumberOfCountries', inputQuery='3 21167 111688', clientZone=2, turnaroundTime=1211, executionTime=0, waitingTime=1131, serverZone=2}]
[CityServiceResult{result=185, methodName='getNumberOfCountries', inputQuery='2 13911 78055', clientZone=4, turnaroundTime=1654, executionTime=0, waitingTime=1574, serverZone=4}]
[CityServiceResult{result=10, methodName='getNumberOfCountries', inputQuery='42 103790 195993', clientZone=3, turnaroundTime=1394, executionTime=0, waitingTime=1314, serverZone=3}]
[CityServiceResult{result=45, methodName='getNumberOfCountries', inputQuery='16 52172 100795', clientZone=1, turnaroundTime=770, executionTime=0, waitingTime=690, serverZone=1}]
[CityServiceResult{result=161, methodName='getNumberOfCountries', inputQuery='3 21167 111688', clientZone=2, turnaroundTime=1299, executionTime=0, waitingTime=1219, serverZone=2}]
[CityServiceResult{result=45, methodName='getNumberOfCountries', inputQuery='14 67134 148829', clientZone=5, turnaroundTime=1652, executionTime=0, waitingTime=1572, serverZone=5}]
[CityServiceResult{result=95, methodName='getNumberOfCountries', inputQuery='12 23218 54735', clientZone=3, turnaroundTime=1303, executionTime=0, waitingTime=1223, serverZone=3}]
[CityServiceResult{result=185, methodName='getNumberOfCountries', inputQuery='2 13911 78055', clientZone=4, turnaroundTime=1744, executionTime=0, waitingTime=1664, serverZone=4}]
[CityServiceResult{result=45, methodName='getNumberOfCountries', inputQuery='16 52172 100795', clientZone=1, turnaroundTime=782, executionTime=0, waitingTime=702, serverZone=1}]
[CityServiceResult{result=45, methodName='getNumberOfCountries', inputQuery='14 67134 148829', clientZone=5, turnaroundTime=1741, executionTime=0, waitingTime=1661, serverZone=5}]
[CityServiceResult{result=161, methodName='getNumberOfCountries', inputQuery='3 21167 111688', clientZone=2, turnaroundTime=1390, executionTime=0, waitingTime=1310, serverZone=2}]
[CityServiceResult{result=28, methodName='getNumberOfCountries', inputQuery='12 81947 115323', clientZone=3, turnaroundTime=1309, executionTime=0, waitingTime=1229, serverZone=3}]
[CityServiceResult{result=63, methodName='getNumberOfCountries', inputQuery='10 67003 148530', clientZone=4, turnaroundTime=1480, executionTime=0, waitingTime=1400, serverZone=4}]
[CityServiceResult{result=71, methodName='getNumberOfCountries', inputQuery='31 18874 64655', clientZone=1, turnaroundTime=864, executionTime=0, waitingTime=784, serverZone=1}]
[CityServiceResult{result=19, methodName='getNumberOfCountries', inputQuery='44 31088 45207', clientZone=5, turnaroundTime=1655, executionTime=0, waitingTime=1575, serverZone=5}]
[CityServiceResult{result=31, methodName='getNumberOfCountries', inputQuery='32 32556 55177', clientZone=3, turnaroundTime=1394, executionTime=0, waitingTime=1314, serverZone=3}]
[CityServiceResult{result=63, methodName='getNumberOfCountries', inputQuery='10 67003 148530', clientZone=4, turnaroundTime=1567, executionTime=0, waitingTime=1487, serverZone=4}]
[CityServiceResult{result=161, methodName='getNumberOfCountries', inputQuery='3 21167 111688', clientZone=2, turnaroundTime=1477, executionTime=0, waitingTime=1397, serverZone=2}]
[CityServiceResult{result=10, methodName='getNumberOfCountries', inputQuery='48 95495 172039', clientZone=1, turnaroundTime=864, executionTime=0, waitingTime=784, serverZone=1}]
[CityServiceResult{result=19, methodName='getNumberOfCountries', inputQuery='44 31088 45207', clientZone=5, turnaroundTime=1743, executionTime=0, waitingTime=1663, serverZone=5}]
[CityServiceResult{result=54, methodName='getNumberOfCountries', inputQuery='2 102169 113946', clientZone=4, turnaroundTime=1390, executionTime=0, waitingTime=1310, serverZone=4}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='12 40911 104371', clientZone=3, turnaroundTime=1479, executionTime=0, waitingTime=1399, serverZone=3}]
[CityServiceResult{result=51, methodName='getNumberOfCountries', inputQuery='11 52648 88346', clientZone=2, turnaroundTime=1485, executionTime=0, waitingTime=1405, serverZone=2}]
[CityServiceResult{result=5, methodName='getNumberOfCountries', inputQuery='50 74151 94059', clientZone=1, turnaroundTime=861, executionTime=0, waitingTime=781, serverZone=1}]
[CityServiceResult{result=79, methodName='getNumberOfCountries', inputQuery='5 43655 60590', clientZone=2, turnaroundTime=1483, executionTime=0, waitingTime=1403, serverZone=2}]
[CityServiceResult{result=19, methodName='getNumberOfCountries', inputQuery='44 31088 45207', clientZone=5, turnaroundTime=1828, executionTime=0, waitingTime=1748, serverZone=5}]
[CityServiceResult{result=14, methodName='getNumberOfCountries', inputQuery='41 78778 128624', clientZone=4, turnaroundTime=1398, executionTime=0, waitingTime=1318, serverZone=4}]
[CityServiceResult{result=77, methodName='getNumberOfCountries', inputQuery='12 40911 104371', clientZone=3, turnaroundTime=1568, executionTime=0, waitingTime=1488, serverZone=3}]
[CityServiceResult{result=23, methodName='getNumberOfCountries', inputQuery='32 72795 146921', clientZone=1, turnaroundTime=864, executionTime=0, waitingTime=784, serverZone=1}]
[CityServiceResult{result=0, methodName='getNumberOfCountries', inputQuery='39 95877 97418', clientZone=5, turnaroundTime=1828, executionTime=0, waitingTime=1748, serverZone=5}]
[CityServiceResult{result=14, methodName='getNumberOfCountries', inputQuery='41 78778 128624', clientZone=4, turnaroundTime=1484, executionTime=0, waitingTime=1404, serverZone=4}]
[CityServiceResult{result=79, methodName='getNumberOfCountries', inputQuery='5 43655 60590', clientZone=2, turnaroundTime=1572, executionTime=0, waitingTime=1492, serverZone=2}]
[CityServiceResult{result=8, methodName='getNumberOfCountries', inputQuery='41 98454 147608', clientZone=3, turnaroundTime=1574, executionTime=0, waitingTime=1494, serverZone=3}]
[CityServiceResult{result=4, methodName='getNumberOfCountries', inputQuery='42 61907 68884', clientZone=1, turnaroundTime=866, executionTime=0, waitingTime=786, serverZone=1}]
[CityServiceResult{result=5, methodName='getNumberOfCountries', inputQuery='42 98607 121360', clientZone=5, turnaroundTime=1912, executionTime=0, waitingTime=1832, serverZone=5}]
[CityServiceResult{result=79, methodName='getNumberOfCountries', inputQuery='5 43655 60590', clientZone=2, turnaroundTime=1657, executionTime=0, waitingTime=1577, serverZone=2}]
[CityServiceResult{result=75, methodName='getNumberOfCountries', inputQuery='23 23978 76818', clientZone=4, turnaroundTime=1400, executionTime=0, waitingTime=1320, serverZone=4}]
[CityServiceResult{result=153, methodName='getNumberOfCountries', inputQuery='1 64682 97705', clientZone=3, turnaroundTime=1398, executionTime=0, waitingTime=1318, serverZone=3}]
[CityServiceResult{result=4, methodName='getNumberOfCountries', inputQuery='42 61907 68884', clientZone=1, turnaroundTime=948, executionTime=0, waitingTime=868, serverZone=1}]
[CityServiceResult{result=23, methodName='getNumberOfCountries', inputQuery='35 57489 95702', clientZone=5, turnaroundTime=1214, executionTime=0, waitingTime=1134, serverZone=5}]
[CityServiceResult{result=153, methodName='getNumberOfCountries', inputQuery='1 64682 97705', clientZone=3, turnaroundTime=1479, executionTime=0, waitingTime=1399, serverZone=3}]
[CityServiceResult{result=126, methodName='getNumberOfCountries', inputQuery='9 25518 92377', clientZone=2, turnaroundTime=1571, executionTime=0, waitingTime=1491, serverZone=2}]
[CityServiceResult{result=21, methodName='getNumberOfCountries', inputQuery='23 67442 93202', clientZone=4, turnaroundTime=1313, executionTime=0, waitingTime=1233, serverZone=4}]
[CityServiceResult{result=4, methodName='getNumberOfCountries', inputQuery='42 61907 68884', clientZone=1, turnaroundTime=959, executionTime=0, waitingTime=879, serverZone=1}]
[CityServiceResult{result=25, methodName='getNumberOfCountries', inputQuery='10 74627 90009', clientZone=5, turnaroundTime=953, executionTime=0, waitingTime=873, serverZone=5}]
[CityServiceResult{result=126, methodName='getNumberOfCountries', inputQuery='9 25518 92377', clientZone=2, turnaroundTime=1660, executionTime=0, waitingTime=1580, serverZone=2}]
[CityServiceResult{result=82, methodName='getNumberOfCountries', inputQuery='23 21828 117089', clientZone=3, turnaroundTime=1492, executionTime=0, waitingTime=1412, serverZone=3}]
[CityServiceResult{result=136, methodName='getNumberOfCountries', inputQuery='6 28331 123609', clientZone=4, turnaroundTime=1057, executionTime=0, waitingTime=977, serverZone=4}]
[CityServiceResult{result=4, methodName='getNumberOfCountries', inputQuery='42 61907 68884', clientZone=1, turnaroundTime=1039, executionTime=0, waitingTime=959, serverZone=1}]
[CityServiceResult{result=187, methodName='getNumberOfCountries', inputQuery='1 13053 21093', clientZone=5, turnaroundTime=973, executionTime=0, waitingTime=893, serverZone=5}]
[CityServiceResult{result=126, methodName='getNumberOfCountries', inputQuery='9 25518 92377', clientZone=2, turnaroundTime=1748, executionTime=0, waitingTime=1668, serverZone=2}]
[CityServiceResult{result=28, methodName='getNumberOfCountries', inputQuery='23 52690 77231', clientZone=4, turnaroundTime=797, executionTime=0, waitingTime=717, serverZone=4}]
[CityServiceResult{result=82, methodName='getNumberOfCountries', inputQuery='23 21828 117089', clientZone=3, turnaroundTime=1574, executionTime=0, waitingTime=1494, serverZone=3}]
[CityServiceResult{result=104, methodName='getNumberOfCountries', inputQuery='2 80316 117182', clientZone=1, turnaroundTime=1125, executionTime=0, waitingTime=1045, serverZone=1}]
[CityServiceResult{result=22, methodName='getNumberOfCountries', inputQuery='28 77692 135977', clientZone=4, turnaroundTime=783, executionTime=0, waitingTime=703, serverZone=4}]
[CityServiceResult{result=126, methodName='getNumberOfCountries', inputQuery='9 25518 92377', clientZone=2, turnaroundTime=1833, executionTime=0, waitingTime=1753, serverZone=2}]
[CityServiceResult{result=187, methodName='getNumberOfCountries', inputQuery='1 13053 21093', clientZone=5, turnaroundTime=1054, executionTime=0, waitingTime=974, serverZone=5}]
[CityServiceResult{result=82, methodName='getNumberOfCountries', inputQuery='23 21828 117089', clientZone=3, turnaroundTime=1659, executionTime=0, waitingTime=1579, serverZone=3}]
[CityServiceResult{result=147, methodName='getNumberOfCountries', inputQuery='10 11556 88036', clientZone=3, turnaroundTime=1215, executionTime=0, waitingTime=1045, serverZone=1}]
[CityServiceResult{result=21, methodName='getNumberOfCountries', inputQuery='23 103122 177674', clientZone=3, turnaroundTime=1654, executionTime=0, waitingTime=1574, serverZone=3}]
[CityServiceResult{result=21, methodName='getNumberOfCountries', inputQuery='31 73204 131452', clientZone=2, turnaroundTime=1914, executionTime=0, waitingTime=1834, serverZone=2}]
[CityServiceResult{result=56, methodName='getNumberOfCountries', inputQuery='50 17109 99640', clientZone=4, turnaroundTime=706, executionTime=0, waitingTime=626, serverZone=4}]
[CityServiceResult{result=64, methodName='getNumberOfCountries', inputQuery='28 30223 129041', clientZone=5, turnaroundTime=1141, executionTime=0, waitingTime=1061, serverZone=5}]
[CityServiceResult{result=16, methodName='getNumberOfCountries', inputQuery='48 37855 55766', clientZone=1, turnaroundTime=1125, executionTime=0, waitingTime=1045, serverZone=1}]
[CityServiceResult{result=41, methodName='getNumberOfCountries', inputQuery='24 49915 107502', clientZone=2, turnaroundTime=1827, executionTime=0, waitingTime=1657, serverZone=3}]
[CityServiceResult{result=33, methodName='getNumberOfCountries', inputQuery='9 104875 159991', clientZone=2, turnaroundTime=872, executionTime=0, waitingTime=702, serverZone=4}]
[CityServiceResult{result=188, methodName='getNumberOfCountries', inputQuery='1 20983 43271', clientZone=2, turnaroundTime=1924, executionTime=0, waitingTime=1844, serverZone=2}]
[CityServiceResult{result=62, methodName='getNumberOfCountries', inputQuery='5 99941 156598', clientZone=5, turnaroundTime=1053, executionTime=0, waitingTime=973, serverZone=5}]
[CityServiceResult{result=83, methodName='getNumberOfCountries', inputQuery='28 18020 114652', clientZone=1, turnaroundTime=1041, executionTime=0, waitingTime=961, serverZone=1}]
[CityServiceResult{result=33, methodName='getNumberOfCountries', inputQuery='48 33732 91827', clientZone=3, turnaroundTime=957, executionTime=0, waitingTime=787, serverZone=4}]
[CityServiceResult{result=21, methodName='getNumberOfCountries', inputQuery='23 103122 177674', clientZone=3, turnaroundTime=1751, executionTime=0, waitingTime=1671, serverZone=3}]
[CityServiceResult{result=47, methodName='getNumberOfCountries', inputQuery='12 52314 83904', clientZone=5, turnaroundTime=873, executionTime=0, waitingTime=793, serverZone=5}]
[CityServiceResult{result=42, methodName='getNumberOfCountries', inputQuery='7 88691 125936', clientZone=2, turnaroundTime=1839, executionTime=0, waitingTime=1759, serverZone=2}]
[CityServiceResult{result=21, methodName='getNumberOfCountries', inputQuery='23 103122 177674', clientZone=3, turnaroundTime=1832, executionTime=0, waitingTime=1752, serverZone=3}]
[CityServiceResult{result=42, methodName='getNumberOfCountries', inputQuery='11 98016 190265', clientZone=1, turnaroundTime=1131, executionTime=0, waitingTime=1051, serverZone=1}]
[CityServiceResult{result=33, methodName='getNumberOfCountries', inputQuery='48 33732 91827', clientZone=3, turnaroundTime=1044, executionTime=0, waitingTime=874, serverZone=4}]
[CityServiceResult{result=8, methodName='getNumberOfCountries', inputQuery='50 80332 118423', clientZone=5, turnaroundTime=959, executionTime=0, waitingTime=879, serverZone=5}]
[CityServiceResult{result=55, methodName='getNumberOfCountries', inputQuery='19 41276 100497', clientZone=2, turnaroundTime=1751, executionTime=0, waitingTime=1671, serverZone=2}]
[CityServiceResult{result=21, methodName='getNumberOfCountries', inputQuery='23 103122 177674', clientZone=3, turnaroundTime=1920, executionTime=0, waitingTime=1840, serverZone=3}]
[CityServiceResult{result=83, methodName='getNumberOfCountries', inputQuery='28 18020 114652', clientZone=1, turnaroundTime=1136, executionTime=0, waitingTime=1056, serverZone=1}]
[CityServiceResult{result=33, methodName='getNumberOfCountries', inputQuery='48 33732 91827', clientZone=3, turnaroundTime=1130, executionTime=0, waitingTime=960, serverZone=4}]
[CityServiceResult{result=47, methodName='getNumberOfCountries', inputQuery='12 52314 83904', clientZone=5, turnaroundTime=1045, executionTime=0, waitingTime=965, serverZone=5}]
[CityServiceResult{result=55, methodName='getNumberOfCountries', inputQuery='19 41276 100497', clientZone=2, turnaroundTime=1840, executionTime=0, waitingTime=1760, serverZone=2}]
[CityServiceResult{result=68, methodName='getNumberOfCountries', inputQuery='22 28563 76552', clientZone=3, turnaroundTime=1127, executionTime=0, waitingTime=957, serverZone=4}]
[CityServiceResult{result=8, methodName='getNumberOfCountries', inputQuery='45 85883 120862', clientZone=1, turnaroundTime=968, executionTime=0, waitingTime=888, serverZone=1}]
[CityServiceResult{result=75, methodName='getNumberOfCountries', inputQuery='26 21213 83359', clientZone=3, turnaroundTime=1924, executionTime=0, waitingTime=1844, serverZone=3}]
[CityServiceResult{result=32, methodName='getNumberOfCountries', inputQuery='32 54277 134725', clientZone=5, turnaroundTime=786, executionTime=0, waitingTime=706, serverZone=5}]
[CityServiceResult{result=55, methodName='getNumberOfCountries', inputQuery='6 29453 34311', clientZone=2, turnaroundTime=1917, executionTime=0, waitingTime=1837, serverZone=2}]
[CityServiceResult{result=132, methodName='getNumberOfCountries', inputQuery='8 24469 122704', clientZone=1, turnaroundTime=436, executionTime=0, waitingTime=356, serverZone=1}]
[CityServiceResult{result=16, methodName='getNumberOfCountries', inputQuery='20 98567 138315', clientZone=3, turnaroundTime=1924, executionTime=0, waitingTime=1844, serverZone=3}]
[CityServiceResult{result=19, methodName='getNumberOfCountries', inputQuery='45 45287 70415', clientZone=2, turnaroundTime=1148, executionTime=0, waitingTime=978, serverZone=4}]
[CityServiceResult{result=55, methodName='getNumberOfCountries', inputQuery='6 29453 34311', clientZone=2, turnaroundTime=1929, executionTime=0, waitingTime=1849, serverZone=2}]
[CityServiceResult{result=45, methodName='getNumberOfCountries', inputQuery='33 37227 131664', clientZone=5, turnaroundTime=874, executionTime=0, waitingTime=794, serverZone=5}]
[CityServiceResult{result=47, methodName='getNumberOfCountries', inputQuery='26 35367 76980', clientZone=2, turnaroundTime=1220, executionTime=0, waitingTime=1050, serverZone=4}]
[CityServiceResult{result=16, methodName='getNumberOfCountries', inputQuery='20 98567 138315', clientZone=3, turnaroundTime=2001, executionTime=0, waitingTime=1921, serverZone=3}]
[CityServiceResult{result=11, methodName='getNumberOfCountries', inputQuery='49 90064 172886', clientZone=1, turnaroundTime=523, executionTime=0, waitingTime=443, serverZone=1}]
[CityServiceResult{result=12, methodName='getNumberOfCountries', inputQuery='37 91124 147979', clientZone=5, turnaroundTime=871, executionTime=0, waitingTime=791, serverZone=5}]
[CityServiceResult{result=55, methodName='getNumberOfCountries', inputQuery='6 29453 34311', clientZone=2, turnaroundTime=2015, executionTime=0, waitingTime=1935, serverZone=2}]
[CityServiceResult{result=47, methodName='getNumberOfCountries', inputQuery='26 35367 76980', clientZone=2, turnaroundTime=1308, executionTime=0, waitingTime=1138, serverZone=4}]
[CityServiceResult{result=48, methodName='getNumberOfCountries', inputQuery='26 34980 79866', clientZone=3, turnaroundTime=1752, executionTime=0, waitingTime=1672, serverZone=3}]
[CityServiceResult{result=16, methodName='getNumberOfCountries', inputQuery='25 89037 133882', clientZone=1, turnaroundTime=529, executionTime=0, waitingTime=449, serverZone=1}]
[CityServiceResult{result=18, methodName='getNumberOfCountries', inputQuery='34 81962 153884', clientZone=3, turnaroundTime=974, executionTime=0, waitingTime=804, serverZone=5}]
[CityServiceResult{result=48, methodName='getNumberOfCountries', inputQuery='31 16953 33094', clientZone=2, turnaroundTime=2018, executionTime=0, waitingTime=1938, serverZone=2}]
[CityServiceResult{result=48, methodName='getNumberOfCountries', inputQuery='26 34980 79866', clientZone=3, turnaroundTime=1839, executionTime=0, waitingTime=1759, serverZone=3}]
[CityServiceResult{result=16, methodName='getNumberOfCountries', inputQuery='25 89037 133882', clientZone=1, turnaroundTime=615, executionTime=0, waitingTime=535, serverZone=1}]
[CityServiceResult{result=47, methodName='getNumberOfCountries', inputQuery='26 35367 76980', clientZone=2, turnaroundTime=1398, executionTime=0, waitingTime=1228, serverZone=4}]
[CityServiceResult{result=48, methodName='getNumberOfCountries', inputQuery='28 39012 135981', clientZone=5, turnaroundTime=966, executionTime=0, waitingTime=886, serverZone=5}]
[CityServiceResult{result=114, methodName='getNumberOfCountries', inputQuery='11 18615 57537', clientZone=2, turnaroundTime=2109, executionTime=0, waitingTime=2029, serverZone=2}]
[CityServiceResult{result=10, methodName='getNumberOfCountries', inputQuery='39 81939 118708', clientZone=4, turnaroundTime=702, executionTime=0, waitingTime=532, serverZone=1}]
[CityServiceResult{result=44, methodName='getNumberOfCountries', inputQuery='28 37242 92277', clientZone=1, turnaroundTime=1929, executionTime=0, waitingTime=1759, serverZone=3}]
[CityServiceResult{result=47, methodName='getNumberOfCountries', inputQuery='26 35367 76980', clientZone=2, turnaroundTime=1489, executionTime=0, waitingTime=1319, serverZone=4}]
[CityServiceResult{result=18, methodName='getNumberOfCountries', inputQuery='34 81962 153884', clientZone=3, turnaroundTime=1143, executionTime=0, waitingTime=973, serverZone=5}]
[CityServiceResult{result=14, methodName='getNumberOfCountries', inputQuery='12 97707 116154', clientZone=2, turnaroundTime=2023, executionTime=0, waitingTime=1943, serverZone=2}]
[CityServiceResult{result=14, methodName='getNumberOfCountries', inputQuery='39 40342 52024', clientZone=1, turnaroundTime=617, executionTime=0, waitingTime=537, serverZone=1}]
[CityServiceResult{result=34, methodName='getNumberOfCountries', inputQuery='41 38875 106206', clientZone=3, turnaroundTime=1840, executionTime=0, waitingTime=1760, serverZone=3}]
[CityServiceResult{result=18, methodName='getNumberOfCountries', inputQuery='34 81962 153884', clientZone=3, turnaroundTime=1228, executionTime=0, waitingTime=1058, serverZone=5}]
[CityServiceResult{result=91, methodName='getNumberOfCountries', inputQuery='25 14765 64957', clientZone=4, turnaroundTime=1402, executionTime=0, waitingTime=1322, serverZone=4}]
[CityServiceResult{result=14, methodName='getNumberOfCountries', inputQuery='12 97707 116154', clientZone=2, turnaroundTime=2107, executionTime=0, waitingTime=2027, serverZone=2}]
[CityServiceResult{result=9, methodName='getNumberOfCountries', inputQuery='41 95993 150104', clientZone=1, turnaroundTime=524, executionTime=0, waitingTime=444, serverZone=1}]
[CityServiceResult{result=48, methodName='getNumberOfCountries', inputQuery='32 17130 33394', clientZone=3, turnaroundTime=1578, executionTime=0, waitingTime=1498, serverZone=3}]
[CityServiceResult{result=32, methodName='getNumberOfCountries', inputQuery='29 56549 129310', clientZone=5, turnaroundTime=1227, executionTime=0, waitingTime=1147, serverZone=5}]
[CityServiceResult{result=102, methodName='getNumberOfCountries', inputQuery='14 20801 88887', clientZone=4, turnaroundTime=1411, executionTime=0, waitingTime=1331, serverZone=4}]
[CityServiceResult{result=14, methodName='getNumberOfCountries', inputQuery='12 97707 116154', clientZone=2, turnaroundTime=2119, executionTime=0, waitingTime=2039, serverZone=2}]
[CityServiceResult{result=5, methodName='getNumberOfCountries', inputQuery='18 79174 85409', clientZone=3, turnaroundTime=1665, executionTime=0, waitingTime=1585, serverZone=3}]
[CityServiceResult{result=32, methodName='getNumberOfCountries', inputQuery='29 56549 129310', clientZone=5, turnaroundTime=1314, executionTime=0, waitingTime=1234, serverZone=5}]
[CityServiceResult{result=30, methodName='getNumberOfCountries', inputQuery='35 33113 56573', clientZone=5, turnaroundTime=615, executionTime=0, waitingTime=445, serverZone=1}]
[CityServiceResult{result=27, methodName='getNumberOfCountries', inputQuery='50 30122 61156', clientZone=2, turnaroundTime=1592, executionTime=0, waitingTime=1422, serverZone=4}]
[CityServiceResult{result=22, methodName='getNumberOfCountries', inputQuery='50 54215 124046', clientZone=2, turnaroundTime=2111, executionTime=0, waitingTime=2031, serverZone=2}]
[CityServiceResult{result=48, methodName='getNumberOfCountries', inputQuery='32 17130 33394', clientZone=3, turnaroundTime=1748, executionTime=0, waitingTime=1668, serverZone=3}]
[CityServiceResult{result=6, methodName='getNumberOfCountries', inputQuery='46 93320 123835', clientZone=5, turnaroundTime=1328, executionTime=0, waitingTime=1248, serverZone=5}]
[CityServiceResult{result=44, methodName='getNumberOfCountries', inputQuery='8 65490 91577', clientZone=1, turnaroundTime=526, executionTime=0, waitingTime=446, serverZone=1}]
[CityServiceResult{result=22, methodName='getNumberOfCountries', inputQuery='50 54215 124046', clientZone=2, turnaroundTime=2193, executionTime=0, waitingTime=2113, serverZone=2}]
